TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MIL,MIL @ IND,04/15/2009,L,240,108,44,102,43.1,7,20,35.0,13,15,86.7,16,29,45,30,12,6,11,21,-7
IND,IND vs. MIL,04/15/2009,W,240,115,39,82,47.6,12,21,57.1,25,30,83.3,14,39,53,27,10,12,18,13,7
SAS,SAS vs. NOH,04/15/2009,W,265,105,42,85,49.4,6,20,30.0,15,20,75.0,9,37,46,20,5,2,14,23,7
NOH,NOH @ SAS,04/15/2009,L,265,98,39,80,48.8,6,14,42.9,14,21,66.7,3,30,33,19,6,3,10,21,-7
MEM,MEM vs. ATL,04/15/2009,W,240,98,37,73,50.7,3,8,37.5,21,31,67.7,7,36,43,19,9,10,11,16,8
ATL,ATL @ MEM,04/15/2009,L,240,90,33,76,43.4,6,17,35.3,18,24,75.0,8,32,40,13,2,4,14,27,-8
LAC,LAC vs. OKC,04/15/2009,L,240,85,35,80,43.8,5,19,26.3,10,14,71.4,5,27,32,16,7,6,22,23,-41
OKC,OKC @ LAC,04/15/2009,W,240,126,48,89,53.9,4,12,33.3,26,32,81.3,12,37,49,36,17,4,13,15,41
GSW,GSW @ PHX,04/15/2009,L,240,113,43,93,46.2,5,17,29.4,22,28,78.6,20,31,51,20,5,8,16,25,-4
PHX,PHX vs. GSW,04/15/2009,W,240,117,40,94,42.6,7,17,41.2,30,42,71.4,21,27,48,22,9,7,8,21,4
MIN,MIN vs. SAC,04/15/2009,L,240,90,32,76,42.1,7,25,28.0,19,28,67.9,13,28,41,20,6,0,15,25,-7
SAC,SAC @ MIN,04/15/2009,W,240,97,34,74,45.9,7,17,41.2,22,28,78.6,10,30,40,18,8,5,15,25,7
DEN,DEN @ POR,04/15/2009,L,240,76,28,83,33.7,5,16,31.3,15,16,93.8,14,26,40,9,7,4,16,20,-28
POR,POR vs. DEN,04/15/2009,W,240,104,39,74,52.7,13,22,59.1,13,18,72.2,7,38,45,29,8,5,16,19,28
NJN,NJN @ NYK,04/15/2009,L,240,73,26,83,31.3,4,13,30.8,17,19,89.5,20,29,49,12,6,6,20,19,-29
NYK,NYK vs. NJN,04/15/2009,W,240,102,38,85,44.7,7,24,29.2,19,22,86.4,14,35,49,17,9,4,10,17,29
DAL,DAL vs. HOU,04/15/2009,W,240,95,37,77,48.1,6,13,46.2,15,19,78.9,6,35,41,24,3,4,11,23,11
HOU,HOU @ DAL,04/15/2009,L,240,84,33,82,40.2,4,17,23.5,14,18,77.8,7,32,39,19,6,6,11,20,-11
ORL,ORL vs. CHA,04/15/2009,W,240,98,37,81,45.7,10,23,43.5,14,22,63.6,11,34,45,23,7,6,8,22,25
CHA,CHA @ ORL,04/15/2009,L,240,73,24,68,35.3,2,12,16.7,23,34,67.6,8,35,43,15,5,5,13,21,-25
WAS,WAS @ BOS,04/15/2009,L,240,107,38,77,49.4,7,20,35.0,24,30,80.0,8,27,35,15,9,8,14,26,-8
BOS,BOS vs. WAS,04/15/2009,W,240,115,45,85,52.9,10,18,55.6,15,24,62.5,12,29,41,29,6,2,16,25,8
DET,DET @ MIA,04/15/2009,L,265,96,36,87,41.4,2,13,15.4,22,31,71.0,17,27,44,13,6,4,7,19,-6
MIA,MIA vs. DET,04/15/2009,W,265,102,39,84,46.4,12,24,50.0,12,19,63.2,15,36,51,20,2,5,15,22,6
TOR,TOR @ CHI,04/15/2009,W,240,109,44,92,47.8,4,10,40.0,17,21,81.0,16,41,57,27,5,3,13,22,11
CHI,CHI vs. TOR,04/15/2009,L,240,98,39,92,42.4,3,14,21.4,17,22,77.3,11,29,40,20,8,6,7,17,-11
CLE,CLE vs. PHI,04/15/2009,L,265,110,46,89,51.7,10,24,41.7,8,12,66.7,14,22,36,26,6,5,18,31,-1
PHI,PHI @ CLE,04/15/2009,W,265,111,38,72,52.8,3,9,33.3,32,43,74.4,11,25,36,18,12,5,16,17,1
UTA,UTA @ LAL,04/14/2009,L,240,112,37,75,49.3,3,12,25.0,35,47,74.5,12,23,35,27,12,3,16,27,-13
LAL,LAL vs. UTA,04/14/2009,W,240,125,48,86,55.8,8,13,61.5,21,24,87.5,7,23,30,39,11,8,16,31,13
MIA,MIA @ ATL,04/14/2009,L,240,79,31,78,39.7,9,33,27.3,8,14,57.1,12,33,45,21,6,7,17,20,-2
ATL,ATL vs. MIA,04/14/2009,W,240,81,30,71,42.3,4,12,33.3,17,26,65.4,9,29,38,18,9,5,12,18,2
PHI,PHI vs. BOS,04/14/2009,L,240,98,38,82,46.3,3,12,25.0,19,25,76.0,12,26,38,21,8,7,11,20,-2
BOS,BOS @ PHI,04/14/2009,W,240,100,41,79,51.9,9,16,56.3,9,17,52.9,13,28,41,24,10,7,15,23,2
MEM,MEM @ PHX,04/13/2009,L,240,110,40,79,50.6,5,15,33.3,25,30,83.3,6,28,34,18,9,5,19,26,-9
PHX,PHX vs. MEM,04/13/2009,W,240,119,44,81,54.3,5,15,33.3,26,37,70.3,13,24,37,25,9,5,16,21,9
ORL,ORL @ MIL,04/13/2009,L,240,80,28,88,31.8,2,18,11.1,22,30,73.3,18,34,52,13,6,3,11,21,-18
MIL,MIL vs. ORL,04/13/2009,W,240,98,35,79,44.3,8,21,38.1,20,27,74.1,10,41,51,25,5,7,12,25,18
POR,POR vs. OKC,04/13/2009,W,240,113,45,88,51.1,6,15,40.0,17,21,81.0,12,42,54,21,5,5,11,16,30
OKC,OKC @ POR,04/13/2009,L,240,83,33,82,40.2,2,12,16.7,15,19,78.9,8,28,36,19,9,8,11,17,-30
DAL,DAL vs. MIN,04/13/2009,W,240,96,32,71,45.1,8,20,40.0,24,27,88.9,7,33,40,19,7,5,11,12,2
MIN,MIN @ DAL,04/13/2009,L,240,94,37,82,45.1,10,22,45.5,10,12,83.3,10,30,40,24,7,0,13,23,-2
IND,IND vs. CLE,04/13/2009,L,240,109,39,87,44.8,8,22,36.4,23,28,82.1,12,29,41,17,10,9,14,22,-8
CLE,CLE @ IND,04/13/2009,W,240,117,40,87,46.0,8,21,38.1,29,34,85.3,16,35,51,19,10,7,13,21,8
SAS,SAS @ GSW,04/13/2009,W,240,101,37,85,43.5,8,21,38.1,19,30,63.3,15,44,59,21,6,0,11,22,29
GSW,GSW vs. SAS,04/13/2009,L,240,72,28,82,34.1,2,10,20.0,14,19,73.7,9,34,43,11,6,8,10,21,-29
NOH,NOH @ HOU,04/13/2009,L,240,66,28,81,34.6,4,16,25.0,6,10,60.0,12,25,37,15,4,1,11,14,-20
HOU,HOU vs. NOH,04/13/2009,W,240,86,34,74,45.9,5,19,26.3,13,13,100.0,11,35,46,21,5,6,13,14,20
WAS,WAS vs. TOR,04/13/2009,L,240,96,37,79,46.8,3,15,20.0,19,24,79.2,14,35,49,17,10,12,25,17,-1
TOR,TOR @ WAS,04/13/2009,W,240,97,39,96,40.6,4,17,23.5,15,21,71.4,22,29,51,30,14,6,16,17,1
CHI,CHI @ DET,04/13/2009,W,240,91,36,78,46.2,5,16,31.3,14,18,77.8,6,34,40,23,3,7,10,22,3
DET,DET vs. CHI,04/13/2009,L,240,88,34,85,40.0,4,14,28.6,16,23,69.6,13,34,47,19,4,4,9,21,-3
UTA,UTA vs. LAC,04/13/2009,W,240,106,35,77,45.5,4,8,50.0,32,39,82.1,13,37,50,20,10,6,11,21,21
LAC,LAC @ UTA,04/13/2009,L,240,85,35,80,43.8,5,19,26.3,10,18,55.6,7,29,36,26,9,7,15,26,-21
CHA,CHA @ NJN,04/13/2009,L,240,87,33,73,45.2,0,6,0.0,21,27,77.8,8,25,33,17,11,7,14,19,-4
NJN,NJN vs. CHA,04/13/2009,W,240,91,31,76,40.8,9,24,37.5,20,26,76.9,13,29,42,18,6,8,18,19,4
SAC,SAC @ DEN,04/13/2009,L,240,98,40,85,47.1,9,23,39.1,9,15,60.0,9,33,42,27,7,6,16,25,-20
DEN,DEN vs. SAC,04/13/2009,W,240,118,39,85,45.9,13,29,44.8,27,36,75.0,12,33,45,27,10,10,10,16,20
DAL,DAL @ NOH,04/12/2009,L,240,92,37,87,42.5,6,22,27.3,12,13,92.3,14,27,41,21,5,3,6,19,-10
NOH,NOH vs. DAL,04/12/2009,W,240,102,40,72,55.6,7,19,36.8,15,16,93.8,2,34,36,24,3,1,9,20,10
PHI,PHI @ TOR,04/12/2009,L,240,104,34,83,41.0,6,18,33.3,30,34,88.2,22,25,47,18,4,3,19,21,-7
TOR,TOR vs. PHI,04/12/2009,W,240,111,42,78,53.8,4,13,30.8,23,27,85.2,11,23,34,27,12,10,14,27,7
SAC,SAC vs. SAS,04/12/2009,L,240,92,34,81,42.0,8,18,44.4,16,17,94.1,11,29,40,19,5,4,9,18,-3
SAS,SAS @ SAC,04/12/2009,W,240,95,35,85,41.2,9,22,40.9,16,24,66.7,14,31,45,17,6,4,11,17,3
LAL,LAL vs. MEM,04/12/2009,W,240,92,38,84,45.2,3,15,20.0,13,16,81.3,9,38,47,20,13,4,10,21,17
MEM,MEM @ LAL,04/12/2009,L,240,75,26,71,36.6,8,19,42.1,15,19,78.9,8,33,41,16,4,9,19,18,-17
CLE,CLE vs. BOS,04/12/2009,W,240,107,38,69,55.1,10,16,62.5,21,29,72.4,7,39,46,24,3,5,16,23,31
BOS,BOS @ CLE,04/12/2009,L,240,76,29,81,35.8,5,18,27.8,13,22,59.1,7,21,28,20,8,5,10,27,-31
MIA,MIA vs. NYK,04/12/2009,W,240,122,45,80,56.3,15,31,48.4,17,21,81.0,8,39,47,19,4,9,12,19,17
NYK,NYK @ MIA,04/12/2009,L,240,105,39,88,44.3,8,28,28.6,19,25,76.0,12,23,35,19,7,2,6,14,-17
PHX,PHX @ MIN,04/11/2009,W,240,110,40,83,48.2,8,16,50.0,22,29,75.9,14,33,47,25,8,4,21,18,13
MIN,MIN vs. PHX,04/11/2009,L,240,97,37,89,41.6,8,20,40.0,15,21,71.4,14,27,41,18,11,3,17,25,-13
OKC,OKC @ MIL,04/11/2009,L,240,98,36,85,42.4,7,14,50.0,19,23,82.6,13,31,44,22,4,0,16,19,-17
MIL,MIL vs. OKC,04/11/2009,W,240,115,43,82,52.4,9,22,40.9,20,26,76.9,9,32,41,31,7,6,11,17,17
GSW,GSW @ UTA,04/11/2009,W,240,118,40,73,54.8,9,20,45.0,29,37,78.4,6,34,40,22,4,9,14,26,10
UTA,UTA vs. GSW,04/11/2009,L,240,108,37,88,42.0,5,19,26.3,29,37,78.4,15,26,41,27,5,6,9,26,-10
DET,DET @ IND,04/11/2009,L,240,102,37,74,50.0,5,10,50.0,23,29,79.3,9,30,39,21,5,4,13,18,-4
IND,IND vs. DET,04/11/2009,W,240,106,40,88,45.5,9,22,40.9,17,22,77.3,15,27,42,16,6,5,11,22,4
LAC,LAC vs. POR,04/11/2009,L,240,72,30,79,38.0,2,15,13.3,10,11,90.9,8,33,41,16,7,5,14,19,-15
POR,POR @ LAC,04/11/2009,W,240,87,32,72,44.4,4,16,25.0,19,27,70.4,9,34,43,14,10,4,13,18,15
NJN,NJN vs. ORL,04/11/2009,W,240,103,38,70,54.3,11,20,55.0,16,19,84.2,5,29,34,27,4,7,14,24,10
ORL,ORL @ NJN,04/11/2009,L,240,93,35,77,45.5,7,18,38.9,16,29,55.2,12,23,35,22,6,6,12,16,-10
CHI,CHI vs. CHA,04/11/2009,W,240,113,40,84,47.6,11,24,45.8,22,27,81.5,12,23,35,27,10,6,9,20,7
CHA,CHA @ CHI,04/11/2009,L,240,106,38,76,50.0,9,15,60.0,21,30,70.0,14,26,40,25,3,4,16,21,-7
POR,POR vs. LAL,04/10/2009,W,240,106,35,82,42.7,9,25,36.0,27,37,73.0,14,30,44,19,4,6,8,19,8
LAL,LAL @ POR,04/10/2009,L,240,98,38,85,44.7,7,18,38.9,15,20,75.0,14,25,39,19,2,1,11,31,-8
HOU,HOU @ GSW,04/10/2009,W,240,113,40,81,49.4,7,21,33.3,26,32,81.3,18,30,48,21,5,6,19,24,4
GSW,GSW vs. HOU,04/10/2009,L,240,109,36,82,43.9,6,13,46.2,31,36,86.1,12,15,27,23,9,7,8,25,-4
NOH,NOH @ DAL,04/10/2009,L,240,92,32,76,42.1,6,18,33.3,22,25,88.0,9,29,38,9,3,5,8,22,-8
DAL,DAL vs. NOH,04/10/2009,W,240,100,34,85,40.0,5,24,20.8,27,33,81.8,20,34,54,24,5,2,8,18,8
CLE,CLE @ PHI,04/10/2009,W,240,102,37,79,46.8,12,23,52.2,16,21,76.2,14,24,38,24,5,5,10,22,10
PHI,PHI vs. CLE,04/10/2009,L,240,92,33,72,45.8,2,9,22.2,24,31,77.4,10,25,35,12,6,5,9,13,-10
MIA,MIA @ BOS,04/10/2009,L,240,98,39,83,47.0,6,19,31.6,14,23,60.9,11,27,38,21,7,6,10,18,-7
BOS,BOS vs. MIA,04/10/2009,W,240,105,38,81,46.9,9,14,64.3,20,21,95.2,14,30,44,20,4,5,12,20,7
MEM,MEM vs. PHX,04/10/2009,W,240,106,42,86,48.8,9,22,40.9,13,20,65.0,15,30,45,26,13,8,19,25,17
PHX,PHX @ MEM,04/10/2009,L,240,89,37,78,47.4,3,12,25.0,12,22,54.5,11,26,37,22,13,7,22,15,-17
OKC,OKC vs. CHA,04/10/2009,W,240,84,37,79,46.8,1,10,10.0,9,13,69.2,13,37,50,17,10,10,24,18,3
CHA,CHA @ OKC,04/10/2009,L,240,81,29,87,33.3,7,26,26.9,16,21,76.2,12,27,39,16,13,3,15,15,-3
WAS,WAS @ TOR,04/10/2009,W,240,100,42,83,50.6,3,9,33.3,13,20,65.0,8,36,44,22,4,11,16,15,2
TOR,TOR vs. WAS,04/10/2009,L,240,98,38,89,42.7,8,22,36.4,14,18,77.8,9,31,40,23,6,4,11,19,-2
ATL,ATL vs. IND,04/10/2009,W,240,122,40,77,51.9,8,19,42.1,34,45,75.6,9,31,40,26,10,5,14,21,4
IND,IND @ ATL,04/10/2009,L,240,118,42,87,48.3,10,23,43.5,24,29,82.8,12,31,43,19,9,4,14,25,-4
NJN,NJN @ DET,04/10/2009,L,240,93,36,76,47.4,10,24,41.7,11,17,64.7,5,26,31,21,2,6,5,20,-7
DET,DET vs. NJN,04/10/2009,W,240,100,38,71,53.5,6,15,40.0,18,28,64.3,6,35,41,24,2,5,10,19,7
ORL,ORL vs. NYK,04/10/2009,L,240,95,35,80,43.8,7,28,25.0,18,26,69.2,9,35,44,15,4,5,13,18,-10
NYK,NYK @ ORL,04/10/2009,W,240,105,40,91,44.0,8,22,36.4,17,23,73.9,13,36,49,25,9,2,9,19,10
SAC,SAC @ LAC,04/10/2009,L,240,78,31,95,32.6,4,20,20.0,12,20,60.0,22,29,51,14,4,5,13,15,-31
LAC,LAC vs. SAC,04/10/2009,W,240,109,47,84,56.0,5,15,33.3,10,16,62.5,10,41,51,26,9,9,12,15,31
UTA,UTA @ SAS,04/10/2009,L,240,99,35,79,44.3,4,11,36.4,25,30,83.3,8,30,38,20,4,2,14,25,-6
SAS,SAS vs. UTA,04/10/2009,W,240,105,35,70,50.0,8,19,42.1,27,38,71.1,5,27,32,15,4,3,11,26,6
SAC,SAC vs. HOU,04/09/2009,L,240,98,37,84,44.0,10,23,43.5,14,17,82.4,11,26,37,20,4,5,15,13,-17
HOU,HOU @ SAC,04/09/2009,W,240,115,47,87,54.0,11,21,52.4,10,11,90.9,10,30,40,18,9,6,12,16,17
CHI,CHI vs. PHI,04/09/2009,W,240,113,43,82,52.4,8,22,36.4,19,19,100.0,8,25,33,24,9,2,12,19,14
PHI,PHI @ CHI,04/09/2009,L,240,99,38,73,52.1,7,11,63.6,16,27,59.3,10,23,33,22,6,4,13,18,-14
DEN,DEN @ LAL,04/09/2009,L,240,102,36,81,44.4,5,21,23.8,25,29,86.2,10,36,46,21,3,3,13,32,-14
LAL,LAL vs. DEN,04/09/2009,W,240,116,37,87,42.5,5,24,20.8,37,46,80.4,18,33,51,21,9,2,11,25,14
DAL,DAL vs. UTA,04/08/2009,W,240,130,45,82,54.9,11,24,45.8,29,33,87.9,12,35,47,26,16,5,14,28,29
UTA,UTA @ DAL,04/08/2009,L,240,101,34,75,45.3,6,13,46.2,27,38,71.1,8,26,34,25,10,4,19,21,-29
NYK,NYK vs. DET,04/08/2009,L,240,86,32,88,36.4,9,28,32.1,13,17,76.5,9,24,33,18,6,2,5,16,-27
DET,DET @ NYK,04/08/2009,W,240,113,49,91,53.8,7,16,43.8,8,13,61.5,15,42,57,25,3,7,10,17,27
GSW,GSW vs. MIN,04/08/2009,L,240,97,38,86,44.2,9,22,40.9,12,15,80.0,9,32,41,22,3,5,11,21,-8
MIN,MIN @ GSW,04/08/2009,W,240,105,37,81,45.7,6,16,37.5,25,32,78.1,11,34,45,20,7,5,7,18,8
MIL,MIL vs. ATL,04/08/2009,L,240,105,38,77,49.4,8,24,33.3,21,27,77.8,9,23,32,28,6,1,14,29,-8
ATL,ATL @ MIL,04/08/2009,W,240,113,35,66,53.0,9,25,36.0,34,44,77.3,7,24,31,18,9,2,13,20,8
NOH,NOH vs. PHX,04/08/2009,L,240,100,42,90,46.7,7,21,33.3,9,12,75.0,11,29,40,23,7,3,10,27,-5
PHX,PHX @ NOH,04/08/2009,W,240,105,37,72,51.4,6,19,31.6,25,33,75.8,6,34,40,26,3,3,13,13,5
TOR,TOR @ IND,04/08/2009,L,240,101,38,99,38.4,3,15,20.0,22,28,78.6,14,27,41,23,4,1,9,19,-29
IND,IND vs. TOR,04/08/2009,W,240,130,50,91,54.9,4,20,20.0,26,29,89.7,12,45,57,30,4,5,10,22,29
POR,POR @ SAS,04/08/2009,W,240,95,39,74,52.7,6,16,37.5,11,13,84.6,11,32,43,19,6,4,14,15,12
SAS,SAS vs. POR,04/08/2009,L,240,83,35,74,47.3,5,15,33.3,8,10,80.0,5,21,26,17,4,2,11,18,-12
CLE,CLE vs. WAS,04/08/2009,W,240,98,38,85,44.7,5,16,31.3,17,23,73.9,19,30,49,21,6,5,11,21,12
WAS,WAS @ CLE,04/08/2009,L,240,86,31,73,42.5,4,9,44.4,20,27,74.1,10,29,39,14,6,6,14,19,-12
ORL,ORL vs. MEM,04/08/2009,W,240,81,31,72,43.1,4,21,19.0,15,21,71.4,7,25,32,19,6,4,12,26,3
MEM,MEM @ ORL,04/08/2009,L,240,78,29,68,42.6,1,11,9.1,19,27,70.4,10,31,41,7,6,3,14,20,-3
OKC,OKC @ DEN,04/08/2009,L,240,112,41,87,47.1,5,12,41.7,25,29,86.2,13,27,40,25,9,6,16,27,-10
DEN,DEN vs. OKC,04/08/2009,W,240,122,43,80,53.8,6,17,35.3,30,36,83.3,10,30,40,26,11,13,12,22,10
NJN,NJN @ BOS,04/08/2009,L,240,104,38,84,45.2,10,26,38.5,18,23,78.3,10,28,38,24,5,2,10,19,-2
BOS,BOS vs. NJN,04/08/2009,W,240,106,41,79,51.9,5,14,35.7,19,23,82.6,8,32,40,23,6,5,10,17,2
LAC,LAC vs. MIN,04/07/2009,L,240,77,29,81,35.8,9,31,29.0,10,18,55.6,11,23,34,19,11,6,6,15,-10
MIN,MIN @ LAC,04/07/2009,W,240,87,38,81,46.9,4,11,36.4,7,11,63.6,20,42,62,19,2,5,17,20,10
PHI,PHI @ CHA,04/07/2009,L,240,98,35,83,42.2,7,21,33.3,21,28,75.0,12,22,34,18,7,9,6,24,-3
CHA,CHA vs. PHI,04/07/2009,W,240,101,34,74,45.9,8,26,30.8,25,32,78.1,13,29,42,24,4,9,13,18,3
POR,POR @ MEM,04/07/2009,W,240,96,35,71,49.3,6,14,42.9,20,28,71.4,13,25,38,14,8,4,19,18,3
MEM,MEM vs. POR,04/07/2009,L,240,93,36,69,52.2,9,14,64.3,12,14,85.7,4,19,23,20,6,6,14,24,-3
OKC,OKC vs. SAS,04/07/2009,L,240,89,34,75,45.3,6,9,66.7,15,21,71.4,9,33,42,18,6,3,11,18,-10
SAS,SAS @ OKC,04/07/2009,W,240,99,39,82,47.6,6,15,40.0,15,21,71.4,11,32,43,16,7,7,10,13,10
HOU,HOU vs. ORL,04/07/2009,W,240,93,36,82,43.9,6,13,46.2,15,23,65.2,12,40,52,15,7,5,8,15,10
ORL,ORL @ HOU,04/07/2009,L,240,83,30,79,38.0,10,28,35.7,13,21,61.9,10,35,45,14,2,7,9,19,-10
TOR,TOR vs. ATL,04/07/2009,L,240,110,43,80,53.8,6,13,46.2,18,23,78.3,8,25,33,27,4,7,11,20,-8
ATL,ATL @ TOR,04/07/2009,W,240,118,42,83,50.6,11,22,50.0,23,28,82.1,11,26,37,24,7,4,7,20,8
SAC,SAC vs. LAL,04/07/2009,L,240,104,42,95,44.2,7,30,23.3,13,17,76.5,13,32,45,19,4,7,13,19,-18
LAL,LAL @ SAC,04/07/2009,W,240,122,47,92,51.1,6,19,31.6,22,29,75.9,12,38,50,21,11,4,8,15,18
MIA,MIA vs. NOH,04/07/2009,L,265,87,31,79,39.2,7,23,30.4,18,22,81.8,11,37,48,12,7,4,17,19,-6
NOH,NOH @ MIA,04/07/2009,W,265,93,37,87,42.5,6,17,35.3,13,16,81.3,8,29,37,15,13,3,13,21,6
NYK,NYK @ CHI,04/07/2009,L,240,103,41,81,50.6,13,23,56.5,8,14,57.1,10,30,40,26,9,6,19,21,-7
CHI,CHI vs. NYK,04/07/2009,W,240,110,39,90,43.3,7,16,43.8,25,30,83.3,18,27,45,23,12,4,14,14,7
NJN,NJN vs. PHI,04/05/2009,W,240,96,36,82,43.9,11,25,44.0,13,15,86.7,11,33,44,21,7,6,11,21,29
PHI,PHI @ NJN,04/05/2009,L,240,67,27,77,35.1,4,19,21.1,9,23,39.1,14,31,45,15,7,6,14,19,-29
NYK,NYK @ TOR,04/05/2009,W,240,112,45,89,50.6,13,26,50.0,9,11,81.8,12,32,44,24,3,3,12,18,9
TOR,TOR vs. NYK,04/05/2009,L,240,103,43,97,44.3,4,13,30.8,13,15,86.7,15,30,45,20,9,7,13,14,-9
UTA,UTA @ NOH,04/05/2009,W,240,108,45,84,53.6,3,11,27.3,15,21,71.4,11,28,39,27,12,0,10,17,14
NOH,NOH vs. UTA,04/05/2009,L,240,94,38,71,53.5,5,14,35.7,13,21,61.9,9,27,36,22,7,4,18,20,-14
PHX,PHX @ DAL,04/05/2009,L,240,116,40,81,49.4,6,21,28.6,30,39,76.9,14,21,35,21,7,4,15,19,-24
DAL,DAL vs. PHX,04/05/2009,W,240,140,51,85,60.0,15,25,60.0,23,25,92.0,12,25,37,34,6,7,16,29,24
GSW,GSW @ SAC,04/05/2009,W,240,105,34,91,37.4,9,20,45.0,28,32,87.5,15,34,49,15,9,7,13,23,5
SAC,SAC vs. GSW,04/05/2009,L,240,100,36,85,42.4,7,18,38.9,21,32,65.6,11,34,45,16,5,12,16,28,-5
POR,POR @ HOU,04/05/2009,L,240,88,33,73,45.2,6,16,37.5,16,24,66.7,14,20,34,19,3,7,12,22,-14
HOU,HOU vs. POR,04/05/2009,W,240,102,37,72,51.4,6,15,40.0,22,27,81.5,12,30,42,20,5,3,8,22,14
MIN,MIN vs. DEN,04/05/2009,L,240,87,36,87,41.4,6,22,27.3,9,11,81.8,6,31,37,18,6,2,11,22,-23
DEN,DEN @ MIN,04/05/2009,W,240,110,40,75,53.3,10,21,47.6,20,31,64.5,8,40,48,23,8,4,12,19,23
OKC,OKC vs. IND,04/05/2009,L,240,99,40,91,44.0,1,8,12.5,18,26,69.2,12,32,44,22,11,5,15,19,-18
IND,IND @ OKC,04/05/2009,W,240,117,44,88,50.0,8,20,40.0,21,25,84.0,7,39,46,17,9,3,15,18,18
DET,DET vs. CHA,04/05/2009,W,240,104,38,77,49.4,6,21,28.6,22,26,84.6,9,32,41,21,6,3,12,24,7
CHA,CHA @ DET,04/05/2009,L,240,97,33,81,40.7,6,20,30.0,25,33,75.8,15,23,38,14,3,2,11,25,-7
LAL,LAL vs. LAC,04/05/2009,W,240,88,33,78,42.3,5,20,25.0,17,29,58.6,9,29,38,21,7,3,10,24,3
LAC,LAC @ LAL,04/05/2009,L,240,85,30,81,37.0,5,21,23.8,20,27,74.1,16,30,46,15,5,2,16,26,-3
SAS,SAS @ CLE,04/05/2009,L,240,81,31,79,39.2,4,16,25.0,15,19,78.9,11,23,34,14,6,2,10,21,-20
CLE,CLE vs. SAS,04/05/2009,W,240,101,39,73,53.4,8,18,44.4,15,19,78.9,8,36,44,16,6,3,11,18,20
MEM,MEM @ MIL,04/04/2009,W,240,107,34,66,51.5,11,18,61.1,28,34,82.4,7,34,41,24,10,1,21,22,5
MIL,MIL vs. MEM,04/04/2009,L,240,102,38,79,48.1,11,25,44.0,15,21,71.4,5,23,28,28,9,2,12,24,-5
TOR,TOR @ NYK,04/04/2009,W,240,102,38,95,40.0,9,24,37.5,17,20,85.0,16,31,47,21,11,6,13,18,7
NYK,NYK vs. TOR,04/04/2009,L,240,95,37,82,45.1,4,18,22.2,17,22,77.3,12,32,44,19,8,4,16,19,-7
MIA,MIA @ WAS,04/04/2009,W,240,118,43,78,55.1,14,32,43.8,18,27,66.7,6,31,37,30,4,2,12,28,14
WAS,WAS vs. MIA,04/04/2009,L,240,104,38,75,50.7,5,12,41.7,23,36,63.9,10,31,41,26,8,1,13,23,-14
ATL,ATL vs. ORL,04/04/2009,L,240,82,30,77,39.0,3,19,15.8,19,26,73.1,8,36,44,15,6,4,14,25,-6
ORL,ORL @ ATL,04/04/2009,W,240,88,30,79,38.0,9,30,30.0,19,27,70.4,13,38,51,18,8,4,13,24,6
DEN,DEN vs. LAC,04/04/2009,W,240,120,43,81,53.1,11,22,50.0,23,28,82.1,8,31,39,31,7,4,11,18,16
LAC,LAC @ DEN,04/04/2009,L,240,104,39,84,46.4,9,21,42.9,17,23,73.9,13,30,43,21,9,5,16,17,-16
CHI,CHI vs. NJN,04/04/2009,W,240,103,32,76,42.1,7,17,41.2,32,38,84.2,11,29,40,16,11,4,12,21,9
NJN,NJN @ CHI,04/04/2009,L,240,94,33,78,42.3,6,26,23.1,22,30,73.3,14,33,47,22,6,6,16,26,-9
PHI,PHI vs. DET,04/04/2009,W,240,95,36,75,48.0,2,5,40.0,21,26,80.8,12,31,43,18,7,3,13,25,5
DET,DET @ PHI,04/04/2009,L,240,90,30,81,37.0,8,23,34.8,22,28,78.6,17,23,40,19,5,6,12,22,-5
MIA,MIA @ CHA,04/03/2009,W,240,97,37,74,50.0,8,15,53.3,15,24,62.5,3,26,29,20,12,3,10,17,5
CHA,CHA vs. MIA,04/03/2009,L,240,92,39,76,51.3,6,18,33.3,8,12,66.7,8,32,40,23,5,4,17,22,-5
NOH,NOH @ GSW,04/03/2009,L,240,103,40,93,43.0,6,21,28.6,17,23,73.9,14,31,45,20,7,2,9,30,-8
GSW,GSW vs. NOH,04/03/2009,W,240,111,36,77,46.8,10,26,38.5,29,34,85.3,9,33,42,19,3,5,12,20,8
MEM,MEM vs. DAL,04/03/2009,W,240,107,42,78,53.8,8,14,57.1,15,23,65.2,11,34,45,16,5,5,11,18,5
DAL,DAL @ MEM,04/03/2009,L,240,102,38,77,49.4,7,22,31.8,19,25,76.0,4,28,32,20,3,4,7,21,-5
UTA,UTA vs. MIN,04/03/2009,L,240,102,36,75,48.0,5,11,45.5,25,29,86.2,4,24,28,22,11,4,10,16,-1
MIN,MIN @ UTA,04/03/2009,W,240,103,40,75,53.3,11,26,42.3,12,15,80.0,8,34,42,27,5,6,23,24,1
